Index,Date,Open,High,Low,Close,Adj Close,CloseUSD
N100,2010-01-04,686.369995,696.98999,686.369995,696.98999,696.98999,850.3277878
N100,2010-01-05,696.909973,700.25,694.440002,697.570007,697.570007,851.03540854
N100,2010-01-06,697.700012,699.419983,694.77002,698.27002,698.27002,851.8894244
N100,2010-01-07,696.070007,698.909973,692.169983,697.76001,697.76001,851.2672121999999
N100,2010-01-08,701.349976,702.630005,695.869995,701.380005,701.380005,855.6836060999999
N100,2010-01-11,705.650024,708.109985,700.130005,700.719971,700.719971,854.87836462
N100,2010-01-12,701.169983,702.150024,690.570007,693.5,693.5,846.0699999999999
N100,2010-01-13,690.909973,695.679993,690.909973,694.440002,694.440002,847.21680244
N100,2010-01-14,698.880005,698.97998,693.380005,696.320007,696.320007,849.5104085400001
N100,2010-01-15,698.150024,701.190002,686.900024,687.700012,687.700012,838.99401464
N100,2010-01-18,690.349976,692.359985,687.77002,691.72998,691.72998,843.9105755999999
N100,2010-01-19,690.099976,697.590027,684.27002,695.869995,695.869995,848.9613939
N100,2010-01-20,694.609985,697.580017,682.799988,684.820007,684.820007,835.48040854
N100,2010-01-21,689.309998,690.690002,674.530029,674.580017,674.580017,822.98762074
N100,2010-01-22,670.950012,674.559998,663.070007,667.98999,667.98999,814.9477878
N100,2010-01-25,663.690002,671.26001,662.849976,663.119995,663.119995,809.0063939
N100,2010-01-26,658.22998,666.719971,656.609985,666.719971,666.719971,813.3983646199999
N100,2010-01-27,660.419983,665.580017,657.080017,660.73999,660.73999,806.1027878
N100,2010-01-28,668.51001,668.669983,651.409973,651.409973,651.409973,794.72016706
N100,2010-01-29,655.340027,663.440002,651.75,658.880005,658.880005,803.8336061
N100,2010-02-01,654.799988,665.409973,653.51001,663.76001,663.76001,809.7872121999999
N100,2010-02-02,664.460022,671.630005,659.400024,670.869995,670.869995,818.4613939
N100,2010-02-03,671.469971,673.599976,666.119995,667.320007,667.320007,814.1304085400001
N100,2010-02-04,667.070007,668.390015,646.98999,647.969971,647.969971,790.5233646199999
N100,2010-02-05,643.890015,644.940002,628.619995,628.73999,628.73999,767.0627878
N100,2010-02-08,634.0,636.869995,625.530029,634.869995,634.869995,774.5413939
N100,2010-02-09,633.890015,639.940002,631.320007,636.75,636.75,776.835
N100,2010-02-10,640.619995,646.700012,637.429993,640.52002,640.52002,781.4344244
N100,2010-02-11,644.419983,647.710022,633.450012,639.27002,639.27002,779.9094244
N100,2010-02-12,644.47998,646.869995,633.76001,636.969971,636.969971,777.10336462
N100,2010-02-15,640.590027,643.440002,636.75,638.119995,638.119995,778.5063939
N100,2010-02-16,643.210022,645.900024,636.359985,645.900024,645.900024,787.99802928
N100,2010-02-17,651.97998,658.460022,651.51001,655.51001,655.51001,799.7222122
N100,2010-02-18,654.690002,658.72998,653.090027,658.330017,658.330017,803.16262074
N100,2010-02-19,652.539978,661.609985,651.719971,661.309998,661.309998,806.79819756
N100,2010-02-22,662.830017,663.309998,658.72998,659.47998,659.47998,804.5655755999999
N100,2010-02-23,663.299988,665.119995,650.409973,652.02002,652.02002,795.4644244
N100,2010-02-24,653.289978,655.429993,648.330017,653.72998,653.72998,797.5505755999999
N100,2010-02-25,650.72998,655.349976,640.859985,641.690002,641.690002,782.86180244
N100,2010-02-26,647.929993,652.150024,642.590027,651.969971,651.969971,795.4033646199999
N100,2010-03-01,657.369995,662.859985,654.880005,662.859985,662.859985,808.6891817000001
N100,2010-03-02,663.650024,669.369995,661.969971,669.369995,669.369995,816.6313939
N100,2010-03-03,667.690002,676.070007,666.049988,675.0,675.0,823.5
N100,2010-03-04,669.409973,676.390015,669.409973,673.179993,673.179993,821.2795914599999
N100,2010-03-05,675.789978,685.049988,675.440002,685.049988,685.049988,835.76098536
N100,2010-03-08,687.549988,687.549988,682.619995,683.609985,683.609985,834.0041817
N100,2010-03-09,684.679993,686.070007,679.059998,684.77002,684.77002,835.4194244
N100,2010-03-10,684.919983,691.210022,683.72998,690.349976,690.349976,842.2269707199999
N100,2010-03-11,686.950012,690.919983,684.950012,687.700012,687.700012,838.99401464
N100,2010-03-12,688.659973,692.409973,686.530029,687.849976,687.849976,839.17697072
N100,2010-03-15,686.969971,687.549988,680.969971,681.450012,681.450012,831.36901464
N100,2010-03-16,685.01001,691.559998,684.960022,689.549988,689.549988,841.25098536
N100,2010-03-17,692.299988,695.679993,690.72998,694.179993,694.179993,846.8995914599999
N100,2010-03-18,691.900024,695.659973,690.280029,692.409973,692.409973,844.74016706
N100,2010-03-19,695.330017,696.690002,687.609985,690.080017,690.080017,841.89762074
N100,2010-03-22,687.52002,689.98999,680.890015,689.98999,689.98999,841.7877878
N100,2010-03-23,690.049988,696.119995,690.049988,694.619995,694.619995,847.4363939
N100,2010-03-24,696.030029,696.969971,687.469971,694.27002,694.27002,847.0094244000001
N100,2010-03-25,694.570007,702.77002,694.179993,701.809998,701.809998,856.2081975599999
N100,2010-03-26,699.929993,701.969971,698.159973,699.580017,699.580017,853.48762074
N100,2010-03-29,701.390015,703.900024,697.460022,701.789978,701.789978,856.18377316
N100,2010-03-30,705.179993,706.48999,699.130005,700.109985,700.109985,854.1341817
N100,2010-03-31,699.140015,702.299988,693.559998,698.51001,698.51001,852.1822122
N100,2010-04-01,702.26001,709.849976,702.26001,708.960022,708.960022,864.9312268399999
N100,2010-04-06,711.650024,714.809998,709.5,713.890015,713.890015,870.9458182999999
N100,2010-04-07,713.150024,713.799988,708.950012,709.909973,709.909973,866.09016706
N100,2010-04-08,706.97998,707.460022,698.450012,702.5,702.5,857.05
N100,2010-04-09,708.119995,714.429993,708.119995,714.429993,714.429993,871.6045914599999
N100,2010-04-12,718.950012,719.539978,712.469971,715.059998,715.059998,872.3731975599999
N100,2010-04-13,714.039978,715.950012,710.099976,712.179993,712.179993,868.8595914599999
N100,2010-04-14,715.940002,718.700012,714.580017,716.559998,716.559998,874.2031975599999
N100,2010-04-15,717.820007,719.690002,712.049988,717.039978,717.039978,874.78877316
N100,2010-04-16,713.880005,719.309998,703.609985,704.809998,704.809998,859.8681975599999
N100,2010-04-19,700.309998,704.169983,698.72998,701.630005,701.630005,855.9886061
N100,2010-04-20,704.460022,711.26001,702.450012,711.190002,711.190002,867.6518024400001
